"","gbifID","order","family","genus","species","infraspecificEpithet","taxonRank","scientificName","verbatimScientificName","verbatimScientificNameAuthorship","locality","stateProvince","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","biome"
"2769",2236241062,"Brassicales","Brassicaceae","Capsella","Capsella bursa-pastoris","","SPECIES","Capsella bursa-pastoris (L.) Medik.","Capsella bursa-pastoris","","","Arkansas",35.293866,-93.140641,8,"Southeastern Mixed Forest"
"5160",3902111129,"Brassicales","Cleomaceae","Tarenaya","Tarenaya houtteana","","SPECIES","Cleome houtteana Schltdl.","Cleome houtteana","","","Arkansas",35.467739,-93.558784,6,"Southeastern Mixed Forest"
"12719",4080944836,"Brassicales","Brassicaceae","Cardamine","Cardamine pensylvanica","","SPECIES","Cardamine pensylvanica Muhl.","Cardamine pensylvanica","","","Arkansas",35.355312,-94.3909,4,"Southeastern Mixed Forest"
"14133",4067243093,"Brassicales","Brassicaceae","Cardamine","Cardamine hirsuta","","SPECIES","Cardamine hirsuta L.","Cardamine hirsuta","","","Arkansas",35.381195,-94.379219,4,"Southeastern Mixed Forest"
"18590",3044578371,"Brassicales","Brassicaceae","Lepidium","Lepidium didymum","","SPECIES","Lepidium didymum L.","Lepidium didymum","","","Arkansas",35.293934,-93.140526,12,"Southeastern Mixed Forest"
"18929",3456009552,"Brassicales","Brassicaceae","Lepidium","Lepidium virginicum","","SPECIES","Lepidium virginicum L.","Lepidium virginicum","","","Arkansas",35.470921,-93.454062,50,"Southeastern Mixed Forest"
"215373",2238792455,"Brassicales","Brassicaceae","Capsella","Capsella bursa-pastoris","","SPECIES","Capsella bursa-pastoris (L.) Medik.","Capsella bursa-pastoris","","","Arkansas",35.293792,-93.141144,4,"Southeastern Mixed Forest"
"215512",4080503236,"Brassicales","Brassicaceae","Capsella","Capsella bursa-pastoris","","SPECIES","Capsella bursa-pastoris (L.) Medik.","Capsella bursa-pastoris","","","Arkansas",35.370578,-94.391717,3,"Southeastern Mixed Forest"
"28591",2579264907,"Brassicales","Brassicaceae","Cardamine","Cardamine concatenata","","SPECIES","Cardamine concatenata (Michx.) O.Schwarz","Cardamine concatenata","","","Arkansas",35.304028,-93.166126,30,"Southeastern Mixed Forest"
"32610",2574171278,"Brassicales","Brassicaceae","Tomostima","Tomostima reptans","","SPECIES","Tomostima reptans (Lam.) Al-Shehbaz, M.Koch & Jordan-Thaden","Tomostima reptans","","","Arkansas",35.34222,-94.27299,10,"Southeastern Mixed Forest"
"37588",4165348381,"Brassicales","Brassicaceae","Abdra","Abdra brachycarpa","","SPECIES","Abdra brachycarpa (Nutt.) Greene","Abdra brachycarpa","","","Arkansas",35.297192,-94.305153,3,"Southeastern Mixed Forest"
"38459",2236221033,"Brassicales","Brassicaceae","Capsella","Capsella bursa-pastoris","","SPECIES","Capsella bursa-pastoris (L.) Medik.","Capsella bursa-pastoris","","","Arkansas",35.29385,-93.14093,5,"Southeastern Mixed Forest"
"39680",2238788939,"Brassicales","Brassicaceae","Capsella","Capsella bursa-pastoris","","SPECIES","Capsella bursa-pastoris (L.) Medik.","Capsella bursa-pastoris","","","Arkansas",35.293743,-93.141524,37,"Southeastern Mixed Forest"
"40259",2574242327,"Brassicales","Brassicaceae","Cardamine","Cardamine hirsuta","","SPECIES","Cardamine hirsuta L.","Cardamine hirsuta","","","Arkansas",35.270421,-93.157048,1,"Southeastern Mixed Forest"
"42242",2576463108,"Brassicales","Brassicaceae","Cardamine","Cardamine concatenata","","SPECIES","Cardamine concatenata (Michx.) O.Schwarz","Cardamine concatenata","","","Arkansas",35.303951,-93.16636,18,"Southeastern Mixed Forest"
"466242",4080617245,"Brassicales","Brassicaceae","Planodes","Planodes virginicum","","SPECIES","Planodes virginicum (L.) Greene","Planodes virginicum","","","Arkansas",35.370578,-94.391717,4,"Southeastern Mixed Forest"
"599762",2580199270,"Brassicales","Brassicaceae","Cardamine","Cardamine pensylvanica","","SPECIES","Cardamine pensylvanica Muhl.","Cardamine pensylvanica","","","Arkansas",35.292428,-93.136354,19,"Southeastern Mixed Forest"
"60817",2237436383,"Brassicales","Brassicaceae","Cardamine","Cardamine concatenata","","SPECIES","Cardamine concatenata (Michx.) O.Schwarz","Cardamine concatenata","","","Arkansas",35.301414,-93.162883,24,"Southeastern Mixed Forest"
"66258",4096544198,"Brassicales","Brassicaceae","Planodes","Planodes virginicum","","SPECIES","Planodes virginicum (L.) Greene","Planodes virginicum","","","Arkansas",35.372728,-94.398042,4,"Southeastern Mixed Forest"
"70323",4080971179,"Brassicales","Brassicaceae","Planodes","Planodes virginicum","","SPECIES","Planodes virginicum (L.) Greene","Planodes virginicum","","","Arkansas",35.370575,-94.391717,3,"Southeastern Mixed Forest"
"73440",3912047756,"Brassicales","Brassicaceae","Lepidium","Lepidium virginicum","","SPECIES","Lepidium virginicum L.","Lepidium virginicum","","","Arkansas",35.29255,-93.121169,22,"Southeastern Mixed Forest"
"82615",2237490378,"Brassicales","Brassicaceae","Capsella","Capsella bursa-pastoris","","SPECIES","Capsella bursa-pastoris (L.) Medik.","Capsella bursa-pastoris","","","Arkansas",35.293697,-93.141342,5,"Southeastern Mixed Forest"
"98977",3915482850,"Brassicales","Brassicaceae","Lepidium","Lepidium virginicum","","SPECIES","Lepidium virginicum L.","Lepidium virginicum","","","Arkansas",35.365145,-94.350655,40,"Southeastern Mixed Forest"
"99947",2574187278,"Brassicales","Brassicaceae","Capsella","Capsella bursa-pastoris","","SPECIES","Capsella bursa-pastoris (L.) Medik.","Capsella bursa-pastoris","","","Arkansas",35.37394,-94.42483,10,"Southeastern Mixed Forest"
"105548",4080576650,"Brassicales","Brassicaceae","Cardamine","Cardamine parviflora","arenicola","VARIETY","Cardamine parviflora var. arenicola (Britton) O.E.Schulz","Cardamine parviflora arenicola","","","Arkansas",35.449562,-92.867325,32,"Southeastern Mixed Forest"
"1230691",3759812609,"Brassicales","Brassicaceae","Abdra","Abdra brachycarpa","","SPECIES","Abdra brachycarpa (Nutt.) Greene","Abdra brachycarpa","","","Arkansas",35.30064,-93.9601,5,"Southeastern Mixed Forest"
"1343351",4080630204,"Brassicales","Brassicaceae","Planodes","Planodes virginicum","","SPECIES","Planodes virginicum (L.) Greene","Planodes virginicum","","","Arkansas",35.370605,-94.391708,3,"Southeastern Mixed Forest"
"1349441",2574014138,"Brassicales","Brassicaceae","Planodes","Planodes virginicum","","SPECIES","Planodes virginicum (L.) Greene","Planodes virginicum","","","Arkansas",35.34218,-94.27328,10,"Southeastern Mixed Forest"
"135905",2579216578,"Brassicales","Brassicaceae","Brassica","Brassica rapa","","SPECIES","Brassica rapa L.","Brassica rapa","","","Arkansas",35.278629,-93.12957,11,"Southeastern Mixed Forest"
"139286",4062733363,"Brassicales","Brassicaceae","Cardamine","Cardamine hirsuta","","SPECIES","Cardamine hirsuta L.","Cardamine hirsuta","","","Arkansas",35.382222,-94.371028,8,"Southeastern Mixed Forest"
"1398451",2237531934,"Brassicales","Brassicaceae","Capsella","Capsella bursa-pastoris","","SPECIES","Capsella bursa-pastoris (L.) Medik.","Capsella bursa-pastoris","","","Arkansas",35.293796,-93.140822,5,"Southeastern Mixed Forest"
"146235",2234769145,"Brassicales","Brassicaceae","Cardamine","Cardamine hirsuta","","SPECIES","Cardamine hirsuta L.","Cardamine hirsuta","","","Arkansas",35.30237,-93.080544,4,"Southeastern Mixed Forest"
"1512421",4091789409,"Brassicales","Brassicaceae","Cardamine","Cardamine concatenata","","SPECIES","Cardamine concatenata (Michx.) O.Schwarz","Cardamine concatenata","","","Arkansas",35.303933,-93.166236,4,"Southeastern Mixed Forest"
"1621411",4102576312,"Brassicales","Brassicaceae","Capsella","Capsella bursa-pastoris","","SPECIES","Capsella bursa-pastoris (L.) Medik.","Capsella bursa-pastoris","","","Arkansas",35.293856,-93.140711,16,"Southeastern Mixed Forest"
"1800061",2238794362,"Caryophyllales","Polygonaceae","Rumex","Rumex crispus","","SPECIES","Rumex crispus L.","Rumex crispus","","","Arkansas",35.293808,-93.140629,5,"Southeastern Mixed Forest"
"180144",3335154488,"Caryophyllales","Phytolaccaceae","Phytolacca","Phytolacca americana","","SPECIES","Phytolacca americana L.","Phytolacca americana","","","Arkansas",35.446342,-93.398597,4,"Southeastern Mixed Forest"
"1802692",3333124401,"Caryophyllales","Montiaceae","Claytonia","Claytonia virginica","","SPECIES","Claytonia virginica L.","Claytonia virginica","","","Arkansas",35.475992,-93.472412,8,"Southeastern Mixed Forest"
"1803031",3912467767,"Caryophyllales","Polygonaceae","Persicaria","Persicaria longiseta","","SPECIES","Persicaria longiseta (Bruijn) Kitag.","Persicaria longiseta","","","Arkansas",35.358228,-94.37925,4,"Southeastern Mixed Forest"
"1809401",4009761578,"Caryophyllales","Amaranthaceae","Chenopodium","Chenopodium album","","SPECIES","Chenopodium album L.","Chenopodium album","","","Arkansas",35.42024,-94.3414,10,"Southeastern Mixed Forest"
"1850741",3902692074,"Caryophyllales","Polygonaceae","Persicaria","Persicaria bicornis","","SPECIES","Persicaria bicornis (Raf.) Nieuwl.","Persicaria bicornis","","","Arkansas",35.41112,-94.33082,10,"Southeastern Mixed Forest"
"186672",3925177120,"Caryophyllales","Molluginaceae","Mollugo","Mollugo verticillata","","SPECIES","Mollugo verticillata L.","Mollugo verticillata","","","Arkansas",35.294056,-94.395144,9,"Southeastern Mixed Forest"
"196801",3858455615,"Caryophyllales","Polygonaceae","Rumex","Rumex crispus","","SPECIES","Rumex crispus L.","Rumex crispus","","","Arkansas",35.358348,-94.379175,16,"Southeastern Mixed Forest"
"2009272",3124583101,"Caryophyllales","Caryophyllaceae","Dianthus","Dianthus armeria","","SPECIES","Dianthus armeria L.","Dianthus armeria","","","Arkansas",35.27688,-93.08144,10,"Southeastern Mixed Forest"
"201133",4080721330,"Caryophyllales","Montiaceae","Claytonia","Claytonia virginica","","SPECIES","Claytonia virginica L.","Claytonia virginica","","","Arkansas",35.295475,-94.345755,11,"Southeastern Mixed Forest"
"207823",4009924536,"Caryophyllales","Molluginaceae","Mollugo","Mollugo verticillata","","SPECIES","Mollugo verticillata L.","Mollugo verticillata","","","Arkansas",35.348633,-94.290542,3,"Southeastern Mixed Forest"
"2229122",3902794200,"Caryophyllales","Molluginaceae","Mollugo","Mollugo verticillata","","SPECIES","Mollugo verticillata L.","Mollugo verticillata","","","Arkansas",35.348933,-94.291153,4,"Southeastern Mixed Forest"
"224956",4028825607,"Caryophyllales","Polygonaceae","Persicaria","Persicaria lapathifolia","","SPECIES","Persicaria lapathifolia (L.) Gray","Persicaria lapathifolia","","","Arkansas",35.370105,-94.391603,4,"Southeastern Mixed Forest"
"2265711",2235537418,"Caryophyllales","Caryophyllaceae","Stellaria","Stellaria media","","SPECIES","Stellaria media (L.) Vill.","Stellaria media","","","Arkansas",35.32363,-93.145076,7,"Southeastern Mixed Forest"
"227165",2898254273,"Caryophyllales","Polygonaceae","Persicaria","Persicaria hydropiperoides","","SPECIES","Persicaria hydropiperoides (Michx.) Small","Persicaria hydropiperoides","","","Arkansas",35.41927,-93.340915,5,"Southeastern Mixed Forest"
"229577",3044895374,"Caryophyllales","Polygonaceae","Rumex","Rumex crispus","","SPECIES","Rumex crispus L.","Rumex crispus","","","Arkansas",35.293688,-93.141644,17,"Southeastern Mixed Forest"
"2451571",4028603521,"Caryophyllales","Montiaceae","Claytonia","Claytonia virginica","","SPECIES","Claytonia virginica L.","Claytonia virginica","","","Arkansas",35.355423,-93.328065,37,"Southeastern Mixed Forest"
"250065",3416029512,"Caryophyllales","Polygonaceae","Rumex","Rumex crispus","","SPECIES","Rumex crispus L.","Rumex crispus","","","Arkansas",35.274522,-93.732561,10,"Southeastern Mixed Forest"
"2528241",2859912265,"Caryophyllales","Phytolaccaceae","Phytolacca","Phytolacca americana","","SPECIES","Phytolacca americana L.","Phytolacca americana","","","Arkansas",35.341888,-94.282229,17,"Southeastern Mixed Forest"
"2589502",2963820919,"Caryophyllales","Polygonaceae","Persicaria","Persicaria hydropiperoides","","SPECIES","Persicaria hydropiperoides (Michx.) Small","Persicaria hydropiperoides","","","Arkansas",35.317248,-93.152094,45,"Southeastern Mixed Forest"
"259763",4130172652,"Caryophyllales","Phytolaccaceae","Phytolacca","Phytolacca americana","","SPECIES","Phytolacca americana L.","Phytolacca americana","","","Arkansas",35.301245,-93.132203,5,"Southeastern Mixed Forest"
"2653921",4028701531,"Caryophyllales","Caryophyllaceae","Silene","Silene antirrhina","","SPECIES","Silene antirrhina L.","Silene antirrhina","","","Arkansas",35.364105,-94.006425,4,"Southeastern Mixed Forest"
"266283",4133841259,"Caryophyllales","Phytolaccaceae","Phytolacca","Phytolacca americana","","SPECIES","Phytolacca americana L.","Phytolacca americana","","","Arkansas",35.467712,-93.558815,8,"Southeastern Mixed Forest"
"268366",4076395910,"Caryophyllales","Montiaceae","Claytonia","Claytonia virginica","","SPECIES","Claytonia virginica L.","Claytonia virginica","","","Arkansas",35.38212,-94.371019,9,"Southeastern Mixed Forest"
"268367",4400326924,"Caryophyllales","Phytolaccaceae","Phytolacca","Phytolacca americana","","SPECIES","Phytolacca americana L.","Phytolacca americana","","","Arkansas",35.371945,-94.39827,4,"Southeastern Mixed Forest"
"2728361",4165458933,"Caryophyllales","Caryophyllaceae","Cerastium","Cerastium holosteoides","","SPECIES","Cerastium holosteoides Fr.","Cerastium holosteoides","","","Arkansas",35.337753,-94.37442,4,"Southeastern Mixed Forest"
"2882392",4075817272,"Caryophyllales","Montiaceae","Claytonia","Claytonia virginica","","SPECIES","Claytonia virginica L.","Claytonia virginica","","","Arkansas",35.278554,-94.118274,31,"Southeastern Mixed Forest"
"288817",4407321702,"Caryophyllales","Polygonaceae","Persicaria","Persicaria bicornis","","SPECIES","Persicaria bicornis (Raf.) Nieuwl.","Persicaria bicornis","","","Arkansas",35.366542,-94.34973,3,"Southeastern Mixed Forest"
"2896871",3915260884,"Caryophyllales","Polygonaceae","Persicaria","Persicaria lapathifolia","","SPECIES","Persicaria lapathifolia (L.) Gray","Persicaria lapathifolia","","","Arkansas",35.36573,-94.349633,4,"Southeastern Mixed Forest"
"2897513",3915400834,"Caryophyllales","Portulacaceae","Portulaca","Portulaca oleracea","","SPECIES","Portulaca oleracea L.","Portulaca oleracea","","","Arkansas",35.365425,-94.35018,4,"Southeastern Mixed Forest"
"2911642",2611170491,"Caryophyllales","Cactaceae","Opuntia","Opuntia macrorhiza","","SPECIES","Opuntia macrorhiza Engelm.","Opuntia macrorhiza","","","Arkansas",35.309292,-93.161022,39,"Southeastern Mixed Forest"
"293954",2984416362,"Caryophyllales","Phytolaccaceae","Phytolacca","Phytolacca americana","","SPECIES","Phytolacca americana L.","Phytolacca americana","","","Arkansas",35.47535,-93.831812,5,"Southeastern Mixed Forest"
"2950681",4413538824,"Caryophyllales","Molluginaceae","Mollugo","Mollugo verticillata","","SPECIES","Mollugo verticillata L.","Mollugo verticillata","","","Arkansas",35.366833,-94.348397,4,"Southeastern Mixed Forest"
"296452",2634058021,"Caryophyllales","Droseraceae","Drosera","Drosera brevifolia","","SPECIES","Drosera brevifolia Pursh","Drosera brevifolia","","","Arkansas",35.324325,-93.995278,5,"Southeastern Mixed Forest"
"3002411",3398783344,"Caryophyllales","Polygonaceae","Persicaria","Persicaria longiseta","","SPECIES","Persicaria longiseta (Bruijn) Kitag.","Persicaria longiseta","","","Arkansas",35.333889,-94.18119,48,"Southeastern Mixed Forest"
"303279",2237430996,"Caryophyllales","Montiaceae","Claytonia","Claytonia virginica","","SPECIES","Claytonia virginica L.","Claytonia virginica","","","Arkansas",35.301328,-93.162947,8,"Southeastern Mixed Forest"
"305451",2423246648,"Caryophyllales","Phytolaccaceae","Phytolacca","Phytolacca americana","","SPECIES","Phytolacca americana L.","Phytolacca americana","","","Arkansas",35.438522,-93.583633,6,"Southeastern Mixed Forest"
"306910",4407197860,"Caryophyllales","Polygonaceae","Persicaria","Persicaria bicornis","","SPECIES","Persicaria bicornis (Raf.) Nieuwl.","Persicaria bicornis","","","Arkansas",35.365947,-94.348725,4,"Southeastern Mixed Forest"
"307617",4407158572,"Caryophyllales","Polygonaceae","Persicaria","Persicaria bicornis","","SPECIES","Persicaria bicornis (Raf.) Nieuwl.","Persicaria bicornis","","","Arkansas",35.36567,-94.349388,4,"Southeastern Mixed Forest"
"3076431",4400314451,"Caryophyllales","Amaranthaceae","Froelichia","Froelichia gracilis","","SPECIES","Froelichia gracilis (Hook.) Moq.","Froelichia gracilis","","","Arkansas",35.366662,-94.34967,4,"Southeastern Mixed Forest"
"314009",2574295329,"Caryophyllales","Caryophyllaceae","Scleranthus","Scleranthus annuus","","SPECIES","Scleranthus annuus L.","Scleranthus annuus","","","Arkansas",35.37362,-94.4246,10,"Southeastern Mixed Forest"
"316521",2237473334,"Caryophyllales","Polygonaceae","Rumex","Rumex crispus","","SPECIES","Rumex crispus L.","Rumex crispus","","","Arkansas",35.293812,-93.142242,9,"Southeastern Mixed Forest"
"323386",2898400634,"Caryophyllales","Polygonaceae","Persicaria","Persicaria hydropiperoides","","SPECIES","Persicaria hydropiperoides (Michx.) Small","Persicaria hydropiperoides","","","Arkansas",35.302825,-93.162437,8,"Southeastern Mixed Forest"
"324232",2447977066,"Caryophyllales","Caryophyllaceae","Agrostemma","Agrostemma githago","","SPECIES","Agrostemma githago L.","Agrostemma githago","","","Arkansas",35.41652,-93.07902,10,"Southeastern Mixed Forest"
"3244091",3923275553,"Caryophyllales","Portulacaceae","Portulaca","Portulaca oleracea","","SPECIES","Portulaca oleracea L.","Portulaca oleracea","","","Arkansas",35.365817,-94.349503,4,"Southeastern Mixed Forest"
"326563",2235537043,"Caryophyllales","Montiaceae","Claytonia","Claytonia virginica","","SPECIES","Claytonia virginica L.","Claytonia virginica","","","Arkansas",35.293754,-93.141065,9,"Southeastern Mixed Forest"
"3301382",4407138602,"Caryophyllales","Polygonaceae","Persicaria","Persicaria bicornis","","SPECIES","Persicaria bicornis (Raf.) Nieuwl.","Persicaria bicornis","","","Arkansas",35.366538,-94.34973,4,"Southeastern Mixed Forest"
"334756",3399348599,"Caryophyllales","Phytolaccaceae","Phytolacca","Phytolacca americana","","SPECIES","Phytolacca americana L.","Phytolacca americana","","","Arkansas",35.30275,-93.167969,5,"Southeastern Mixed Forest"
"3365062",4138021794,"Caryophyllales","Molluginaceae","Mollugo","Mollugo verticillata","","SPECIES","Mollugo verticillata L.","Mollugo verticillata","","","Arkansas",35.291043,-94.394737,4,"Southeastern Mixed Forest"
"339519",2579361619,"Caryophyllales","Caryophyllaceae","Cerastium","Cerastium glomeratum","","SPECIES","Cerastium glomeratum Thuill.","Cerastium glomeratum","","","Arkansas",35.293242,-93.136203,4,"Southeastern Mixed Forest"
"3472231",2859922251,"Caryophyllales","Phytolaccaceae","Phytolacca","Phytolacca americana","","SPECIES","Phytolacca americana L.","Phytolacca americana","","","Arkansas",35.341399,-94.284439,9,"Southeastern Mixed Forest"
"3481031",4413575107,"Caryophyllales","Molluginaceae","Mollugo","Mollugo verticillata","","SPECIES","Mollugo verticillata L.","Mollugo verticillata","","","Arkansas",35.365878,-94.349725,3,"Southeastern Mixed Forest"
"3492661",3925144778,"Caryophyllales","Molluginaceae","Mollugo","Mollugo verticillata","","SPECIES","Mollugo verticillata L.","Mollugo verticillata","","","Arkansas",35.365863,-94.349725,4,"Southeastern Mixed Forest"
"349695",4062848387,"Caryophyllales","Montiaceae","Claytonia","Claytonia virginica","","SPECIES","Claytonia virginica L.","Claytonia virginica","","","Arkansas",35.379566,-94.375518,8,"Southeastern Mixed Forest"
"351234",3902880496,"Caryophyllales","Polygonaceae","Persicaria","Persicaria lapathifolia","","SPECIES","Persicaria lapathifolia (L.) Gray","Persicaria lapathifolia","","","Arkansas",35.395297,-94.36888,4,"Southeastern Mixed Forest"
"352077",4018312498,"Caryophyllales","Amaranthaceae","Alternanthera","Alternanthera philoxeroides","","SPECIES","Alternanthera philoxeroides (Mart.) Griseb.","Alternanthera philoxeroides","","","Arkansas",35.29092,-94.344497,3,"Southeastern Mixed Forest"
"3613671",3903057021,"Caryophyllales","Polygonaceae","Persicaria","Persicaria lapathifolia","","SPECIES","Persicaria lapathifolia (L.) Gray","Persicaria lapathifolia","","","Arkansas",35.395455,-94.36927,13,"Southeastern Mixed Forest"
"369722",3924995779,"Caryophyllales","Portulacaceae","Portulaca","Portulaca oleracea","","SPECIES","Portulaca oleracea L.","Portulaca oleracea","","","Arkansas",35.366058,-94.348808,3,"Southeastern Mixed Forest"
"372343",4062563018,"Caryophyllales","Montiaceae","Claytonia","Claytonia virginica","","SPECIES","Claytonia virginica L.","Claytonia virginica","","","Arkansas",35.302772,-94.337593,9,"Southeastern Mixed Forest"
"375368",3915387090,"Caryophyllales","Polygonaceae","Persicaria","Persicaria lapathifolia","","SPECIES","Persicaria lapathifolia (L.) Gray","Persicaria lapathifolia","","","Arkansas",35.365588,-94.349363,4,"Southeastern Mixed Forest"
"3760361",3314348188,"Caryophyllales","Phytolaccaceae","Phytolacca","Phytolacca americana","","SPECIES","Phytolacca americana L.","Phytolacca americana","","","Arkansas",35.468513,-93.442392,12,"Southeastern Mixed Forest"
"3791241",3998631420,"Caryophyllales","Polygonaceae","Polygonum","Polygonum aviculare","","SPECIES","Polygonum aviculare L.","Polygonum aviculare L.","L.","","",35.323508,-92.807554,4,"Southeastern Mixed Forest"
"380455",3954213462,"Caryophyllales","Nyctaginaceae","Mirabilis","Mirabilis jalapa","","SPECIES","Mirabilis jalapa L.","Mirabilis jalapa L.","L.","","",35.281407,-93.183195,5,"Southeastern Mixed Forest"
"3817911",3903479122,"Caryophyllales","Portulacaceae","Portulaca","Portulaca pilosa","","SPECIES","Portulaca pilosa L.","Portulaca pilosa","","","Arkansas",35.34788,-94.28933,10,"Southeastern Mixed Forest"
"384701",2429573003,"Caryophyllales","Caryophyllaceae","Petrorhagia","Petrorhagia prolifera","","SPECIES","Petrorhagia prolifera (L.) P.W.Ball & Heywood","Petrorhagia prolifera","","","Arkansas",35.34852,-94.28735,10,"Southeastern Mixed Forest"
"386678",3994143456,"Caryophyllales","Caryophyllaceae","Scleranthus","Scleranthus annuus","","SPECIES","Scleranthus annuus L.","Scleranthus annuus","","","Arkansas",35.361385,-94.009395,15,"Southeastern Mixed Forest"
"386843",4080943531,"Caryophyllales","Montiaceae","Claytonia","Claytonia virginica","","SPECIES","Claytonia virginica L.","Claytonia virginica","","","Arkansas",35.457972,-93.47549,6,"Southeastern Mixed Forest"
"388098",3902226092,"Caryophyllales","Molluginaceae","Mollugo","Mollugo verticillata","","SPECIES","Mollugo verticillata L.","Mollugo verticillata","","","Arkansas",35.393922,-94.367837,3,"Southeastern Mixed Forest"
"3907841",2988629866,"Caryophyllales","Caryophyllaceae","Stellaria","Stellaria media","","SPECIES","Stellaria media (L.) Vill.","Stellaria media","","","Arkansas",35.302601,-93.167995,9,"Southeastern Mixed Forest"
"3911281",3415635855,"Caryophyllales","Polygonaceae","Persicaria","Persicaria longiseta","","SPECIES","Persicaria longiseta (Bruijn) Kitag.","Persicaria longiseta","","","Arkansas",35.274634,-93.73248,5,"Southeastern Mixed Forest"
"3926622",2237430701,"Caryophyllales","Phytolaccaceae","Phytolacca","Phytolacca americana","","SPECIES","Phytolacca americana L.","Phytolacca americana","","","Arkansas",35.292928,-93.129394,5,"Southeastern Mixed Forest"
"3944811",3858296945,"Caryophyllales","Caryophyllaceae","Stellaria","Stellaria media","","SPECIES","Stellaria media (L.) Vill.","Stellaria media","","","Arkansas",35.476003,-93.472412,4,"Southeastern Mixed Forest"
"395742",4414038848,"Caryophyllales","Cactaceae","Opuntia","Opuntia macrorhiza","","SPECIES","Opuntia macrorhiza Engelm.","Opuntia macrorhiza","","","Arkansas",35.297797,-94.342828,3,"Southeastern Mixed Forest"
"421398",3960295143,"Caryophyllales","Polygonaceae","Persicaria","Persicaria virginiana","","SPECIES","Persicaria virginiana (L.) Gaertn.","Persicaria virginiana (L.) Gaertn.","(L.) Gaertn.","","",35.371353,-94.365407,28,"Southeastern Mixed Forest"
"429176",4022049246,"Caryophyllales","Cactaceae","Opuntia","Opuntia humifusa","","SPECIES","Opuntia humifusa (Raf.) Raf.","Opuntia humifusa","","","Arkansas",35.367998,-93.346407,4,"Southeastern Mixed Forest"
"429247",4126853032,"Caryophyllales","Portulacaceae","Portulaca","Portulaca oleracea","","SPECIES","Portulaca oleracea L.","Portulaca oleracea","","","Arkansas",35.3954,-94.369095,4,"Southeastern Mixed Forest"
"434481",4103196847,"Caryophyllales","Phytolaccaceae","Phytolacca","Phytolacca americana","","SPECIES","Phytolacca americana L.","Phytolacca americana","","","Arkansas",35.30179,-93.727574,3,"Southeastern Mixed Forest"
"435275",3044779364,"Caryophyllales","Polygonaceae","Rumex","Rumex crispus","","SPECIES","Rumex crispus L.","Rumex crispus","","","Arkansas",35.289301,-93.14979,24,"Southeastern Mixed Forest"
"4357731",3923729541,"Caryophyllales","Polygonaceae","Persicaria","Persicaria lapathifolia","","SPECIES","Persicaria lapathifolia (L.) Gray","Persicaria lapathifolia","","","Arkansas",35.365805,-94.349542,4,"Southeastern Mixed Forest"
"439389",3860438116,"Caryophyllales","Polygonaceae","Rumex","Rumex hastatulus","","SPECIES","Rumex hastatulus Baldwin ex Elliott","Rumex hastatulus","","","Arkansas",35.273908,-92.804404,16,"Southeastern Mixed Forest"
"441358",4130049410,"Caryophyllales","Phytolaccaceae","Phytolacca","Phytolacca americana","","SPECIES","Phytolacca americana L.","Phytolacca americana","","","Arkansas",35.338113,-94.314068,9,"Southeastern Mixed Forest"
"441952",4407182878,"Caryophyllales","Polygonaceae","Persicaria","Persicaria bicornis","","SPECIES","Persicaria bicornis (Raf.) Nieuwl.","Persicaria bicornis","","","Arkansas",35.365963,-94.349878,4,"Southeastern Mixed Forest"
"442345",1038341642,"Caryophyllales","Caryophyllaceae","Stellaria","Stellaria media","","SPECIES","Stellaria media (L.) Vill.","Stellaria media","","","Arkansas",35.478051,-93.467877,3,"Southeastern Mixed Forest"
"445696",3954653809,"Caryophyllales","Montiaceae","Claytonia","Claytonia virginica","","SPECIES","Claytonia virginica L.","Claytonia virginica L.","L.","","",35.310829,-93.087488,9,"Southeastern Mixed Forest"
"447286",3956278560,"Caryophyllales","Caryophyllaceae","Saponaria","Saponaria officinalis","","SPECIES","Saponaria officinalis L.","Saponaria officinalis L.","L.","","",35.435919,-94.358876,24,"Southeastern Mixed Forest"
"448837",3957941298,"Caryophyllales","Phytolaccaceae","Phytolacca","Phytolacca americana","","SPECIES","Phytolacca americana L.","Phytolacca americana L.","L.","","",35.351881,-94.159541,9,"Southeastern Mixed Forest"
"4489351",3952919406,"Caryophyllales","Phytolaccaceae","Phytolacca","Phytolacca americana","","SPECIES","Phytolacca americana L.","Phytolacca americana L.","L.","","",35.302524,-93.696259,19,"Southeastern Mixed Forest"
"449592",2237487899,"Caryophyllales","Montiaceae","Claytonia","Claytonia virginica","","SPECIES","Claytonia virginica L.","Claytonia virginica","","","Arkansas",35.29227,-93.129058,5,"Southeastern Mixed Forest"
"450721",3031764640,"Caryophyllales","Caryophyllaceae","Cerastium","Cerastium glomeratum","","SPECIES","Cerastium glomeratum Thuill.","Cerastium glomeratum","","","Arkansas",35.27966,-93.13652,10,"Southeastern Mixed Forest"
"451112",3859519691,"Caryophyllales","Phytolaccaceae","Phytolacca","Phytolacca americana","americana","VARIETY","Phytolacca americana var. americana","Phytolacca americana americana","","","Arkansas",35.358346,-94.379175,23,"Southeastern Mixed Forest"
"451171",2883044095,"Caryophyllales","Polygonaceae","Persicaria","Persicaria longiseta","","SPECIES","Persicaria longiseta (Bruijn) Kitag.","Persicaria longiseta","","","Arkansas",35.291348,-93.126522,4,"Southeastern Mixed Forest"
